epoch,train_loss,val_loss
1,0.3841213881969452,0.36479270458221436
2,0.27347150444984436,0.24058324098587036
3,0.23184841871261597,0.21868203580379486
4,0.20720826089382172,0.20190782845020294
5,0.1907057911157608,0.20124280452728271
6,0.18120177090168,0.20549362897872925
7,0.1678391546010971,0.19739778339862823
8,0.15478146076202393,0.21682965755462646
9,0.14488624036312103,0.21324193477630615
10,0.13497725129127502,0.20407739281654358
11,0.12433476746082306,0.21784546971321106
12,0.1140090674161911,0.24600034952163696
13,0.10213227570056915,0.23817726969718933
14,0.0965796709060669,0.23600630462169647
