epoch,train_loss,val_loss
1,0.4411996006965637,0.7285313010215759
2,0.37069234251976013,0.3689708709716797
3,0.35268521308898926,0.3503642976284027
4,0.33756253123283386,0.3410927951335907
5,0.3260536193847656,0.3541868031024933
6,0.3170177638530731,0.33685678243637085
7,0.30741652846336365,0.3433190882205963
8,0.3020743131637573,0.3450736999511719
9,0.2913634181022644,0.326279878616333
10,0.28099676966667175,0.3317957818508148
11,0.26974421739578247,0.3799404203891754
12,0.2608657777309418,0.34575870633125305
