epoch,train_loss,val_loss
1,0.37317848205566406,0.2919728457927704
2,0.24800214171409607,0.22770258784294128
3,0.21233592927455902,0.205323725938797
4,0.19272390007972717,0.2026689350605011
5,0.1808687299489975,0.18754534423351288
6,0.16902589797973633,0.18367403745651245
7,0.16414391994476318,0.1901639699935913
8,0.15184593200683594,0.19385191798210144
9,0.1445261836051941,0.1783161610364914
10,0.1362510472536087,0.20479489862918854
11,0.12836462259292603,0.19992667436599731
12,0.12303634732961655,0.19574673473834991
13,0.11477015167474747,0.19898393750190735
14,0.10990801453590393,0.19471204280853271
15,0.10320445150136948,0.20691128075122833
16,0.09541404992341995,0.21626029908657074
17,0.09068204462528229,0.2056696116924286
18,0.08615759760141373,0.21635369956493378
19,0.08423320949077606,0.21707561612129211
20,0.07876583188772202,0.25564613938331604
21,0.06956040859222412,0.26676616072654724
22,0.06585335731506348,0.2520054876804352
