epoch,train_loss,val_loss
1,0.39281365275382996,0.36401888728141785
2,0.27030766010284424,0.27311646938323975
3,0.23211146891117096,0.22868381440639496
4,0.20870132744312286,0.21959955990314484
5,0.19207528233528137,0.21717646718025208
6,0.17555145919322968,0.19569094479084015
7,0.1629970371723175,0.21601790189743042
8,0.15293551981449127,0.23324286937713623
9,0.14246401190757751,0.21048159897327423
10,0.1330540031194687,0.21812263131141663
11,0.11997953057289124,0.30392128229141235
12,0.11377812176942825,0.25012677907943726
