epoch,train_loss,val_loss
1,0.35827919840812683,0.2604803442955017
2,0.2389817237854004,0.21606439352035522
3,0.21061335504055023,0.20227409899234772
4,0.18722382187843323,0.2000483274459839
5,0.17039421200752258,0.19773678481578827
6,0.15659111738204956,0.20222784578800201
7,0.1436973363161087,0.22479365766048431
8,0.13839605450630188,0.22849847376346588
9,0.12515246868133545,0.21126188337802887
10,0.10843349248170853,0.21406599879264832
11,0.1011452004313469,0.2155941128730774
12,0.08773665130138397,0.24845407903194427
13,0.07803789526224136,0.27941402792930603
14,0.06539932638406754,0.29005488753318787
