epoch,train_loss,val_loss
1,0.3405938148498535,0.23566894233226776
2,0.2235838919878006,0.204595685005188
3,0.19066950678825378,0.18367384374141693
4,0.16878236830234528,0.18891863524913788
5,0.1470050811767578,0.19942188262939453
6,0.12495770305395126,0.21782195568084717
7,0.10896538197994232,0.21806877851486206
8,0.09158963710069656,0.2750394344329834
9,0.0765407383441925,0.30955764651298523
10,0.06477784365415573,0.3131202161312103
11,0.05410586670041084,0.32127341628074646
12,0.047420669347047806,0.31673523783683777
13,0.03864707425236702,0.35625073313713074
14,0.03493562340736389,0.3642902374267578
15,0.03031384013593197,0.3670361042022705
16,0.02557443641126156,0.42600274085998535
