epoch,train_loss,val_loss
1,0.3103996217250824,0.2261514961719513
2,0.21787631511688232,0.200137659907341
3,0.1878681778907776,0.198564812541008
4,0.16850540041923523,0.20935404300689697
5,0.15134349465370178,0.20858341455459595
6,0.1319914162158966,0.21043844521045685
7,0.11346020549535751,0.2289511263370514
8,0.09694528579711914,0.2423771768808365
9,0.08349715918302536,0.24863071739673615
10,0.0699223205447197,0.3034026026725769
11,0.05841013044118881,0.32341268658638
12,0.04860331118106842,0.34628480672836304
13,0.04046637937426567,0.39273300766944885
14,0.034319713711738586,0.40746092796325684
15,0.030312664806842804,0.4225558936595917
