epoch,train_loss,val_loss
1,0.32264983654022217,0.22149121761322021
2,0.21798524260520935,0.20242522656917572
3,0.1892465054988861,0.2189529538154602
4,0.17189109325408936,0.19778622686862946
5,0.1591077595949173,0.19309279322624207
6,0.14448508620262146,0.2067795842885971
7,0.1344296634197235,0.1944737285375595
8,0.1221606656908989,0.21905893087387085
9,0.11563783138990402,0.20953676104545593
10,0.10147272050380707,0.22338561713695526
11,0.08706366270780563,0.23994161188602448
12,0.07770276069641113,0.2431151419878006
