epoch,train_loss,val_loss
1,0.3500078022480011,0.2567286491394043
2,0.23570705950260162,0.22279450297355652
3,0.20519904792308807,0.2074100822210312
4,0.18568505346775055,0.1996937394142151
5,0.16969804465770721,0.1953161060810089
6,0.1558360606431961,0.2052934467792511
7,0.14314299821853638,0.20985561609268188
8,0.12929250299930573,0.20558808743953705
9,0.11604946851730347,0.24413269758224487
10,0.10306070744991302,0.22660031914710999
11,0.0895228385925293,1.0891777276992798
12,0.07785230875015259,0.27266764640808105
13,0.06586090475320816,0.2875007688999176
