epoch,train_loss,val_loss
1,0.3400232493877411,0.24233725666999817
2,0.234965518116951,0.2149042785167694
3,0.19979692995548248,0.1911018341779709
4,0.17697939276695251,0.18667879700660706
5,0.15737558901309967,0.19705946743488312
6,0.13769657909870148,0.20980538427829742
7,0.11701852083206177,0.22826963663101196
8,0.09865067899227142,0.2712067663669586
9,0.08281867951154709,0.27325791120529175
10,0.0724857896566391,0.2872709035873413
11,0.05858306959271431,0.28505751490592957
12,0.04541564732789993,0.3103351294994354
13,0.03800299018621445,0.33663368225097656
14,0.03401072323322296,0.344271719455719
