epoch,train_loss,val_loss
1,0.31624293327331543,0.39297816157341003
2,0.21684464812278748,0.2162618190050125
3,0.19430868327617645,0.6891189813613892
4,0.18067976832389832,0.19960051774978638
5,0.17012198269367218,0.19607877731323242
6,0.18308521807193756,0.1890919804573059
7,0.15599878132343292,0.18916834890842438
8,0.14425423741340637,0.19226494431495667
9,0.13119694590568542,0.19870233535766602
10,0.11774145066738129,0.19312818348407745
11,0.10547380894422531,0.19573892652988434
12,0.09380390495061874,0.19645260274410248
13,0.08397219330072403,0.21450786292552948
14,0.07513697445392609,0.2090928703546524
15,0.06789344549179077,0.25730428099632263
16,0.06137792021036148,0.2903372347354889
