epoch,train_loss,val_loss
1,0.3666132390499115,0.3059433400630951
2,0.24589982628822327,0.20662043988704681
3,0.2064969688653946,0.19258497655391693
4,0.1861652135848999,0.18679623305797577
5,0.17118918895721436,0.19127684831619263
6,0.1568148136138916,0.179762065410614
7,0.14285767078399658,0.19788579642772675
8,0.13188910484313965,0.18199658393859863
9,0.11564686894416809,0.19674727320671082
10,0.10121273249387741,0.21196319162845612
11,0.0884605422616005,0.24559849500656128
12,0.0773577094078064,0.2564866244792938
