epoch,train_loss,val_loss
1,0.35656824707984924,0.305213063955307
2,0.25019553303718567,0.2094026356935501
3,0.20887143909931183,0.19463856518268585
4,0.1852913796901703,0.1916864961385727
5,0.16614238917827606,0.19650554656982422
6,0.14834903180599213,0.21163856983184814
7,0.13109269738197327,0.20729920268058777
8,0.11409828066825867,0.23399969935417175
9,0.1139179915189743,0.2574528753757477
10,0.08240325003862381,0.2859615385532379
11,0.06787029653787613,0.2916824519634247
12,0.05824022740125656,0.303119033575058
13,0.04940877854824066,0.3373475968837738
14,0.04155273735523224,0.33248764276504517
15,0.033707428723573685,0.3622890114784241
16,0.02928175777196884,0.4037835896015167
17,0.025901613757014275,0.40509966015815735
18,0.022526927292346954,0.4251744747161865
19,0.02167833410203457,0.43060553073883057
20,0.01967449113726616,0.42219915986061096
21,0.017502060160040855,0.4551045000553131
22,0.017594967037439346,0.44978299736976624
23,0.01690233126282692,0.4888354539871216
