epoch,train_loss,val_loss
1,0.3682667016983032,0.28473737835884094
2,0.24588285386562347,0.2275281548500061
3,0.20939774811267853,0.19955380260944366
4,0.18907807767391205,0.1947716474533081
5,0.18155741691589355,0.1938205510377884
6,0.17048019170761108,0.1911093145608902
7,0.16383463144302368,0.19187958538532257
8,0.15089038014411926,0.20053382217884064
9,0.13547563552856445,0.19624574482440948
10,0.12204626202583313,0.2152978926897049
11,0.11058136075735092,0.22397488355636597
12,0.12038528919219971,0.220899298787117
