epoch,train_loss,val_loss
1,0.28589287400245667,0.21663802862167358
2,0.20410233736038208,0.19464077055454254
3,0.1796288788318634,0.18645258247852325
4,0.16273748874664307,0.18798458576202393
5,0.14798466861248016,0.1952729970216751
6,0.13349482417106628,0.21610139310359955
7,0.12025277316570282,0.21185745298862457
8,0.10726437717676163,0.20037637650966644
9,0.0962466225028038,0.2130269557237625
10,0.0846119374036789,0.21282653510570526
11,0.07651021331548691,0.22103887796401978
12,0.06878755986690521,0.24386268854141235
13,0.06112935394048691,0.3071935176849365
14,0.05549941211938858,0.3322138786315918
15,0.051562435925006866,0.3287588655948639
