epoch,train_loss,val_loss
1,0.3427196443080902,0.2999163568019867
2,0.2269926518201828,0.21155227720737457
3,0.19470562040805817,0.20800769329071045
4,0.1767258495092392,0.19020847976207733
5,0.16391460597515106,0.19201742112636566
6,0.15140578150749207,0.18382219970226288
7,0.14626707136631012,0.19270211458206177
8,0.13393791019916534,0.18788398802280426
9,0.12271776795387268,0.1837088018655777
10,0.11446865648031235,0.20018409192562103
11,0.10422208905220032,0.20736153423786163
12,0.0937483161687851,0.23742760717868805
13,0.09760711342096329,0.22175222635269165
