epoch,train_loss,val_loss
1,0.36078953742980957,0.5077282190322876
2,0.2352636605501175,0.20712371170520782
3,0.20222286880016327,0.20079490542411804
4,0.18436355888843536,0.20489951968193054
5,0.16560600697994232,0.21238593757152557
6,0.15098509192466736,0.20944471657276154
7,0.13775894045829773,0.20289218425750732
8,0.12001441419124603,0.2296525537967682
9,0.10550738126039505,0.2109726220369339
10,0.09152955561876297,0.23274178802967072
11,0.07783247530460358,0.25809967517852783
12,0.06527017802000046,0.2834303379058838
13,0.05384901911020279,0.32191434502601624
14,0.04601914808154106,0.37695643305778503
