epoch,train_loss,val_loss
1,0.2923360764980316,0.24552762508392334
2,0.21208810806274414,0.1968059241771698
3,0.18884411454200745,0.1923428177833557
4,0.1730627566576004,0.1878548413515091
5,0.1590203046798706,0.1911182701587677
6,0.14485028386116028,0.19486123323440552
7,0.12979328632354736,0.1961788833141327
8,0.1154119223356247,0.21031911671161652
9,0.10276329517364502,0.2205018848180771
10,0.09042862057685852,0.23049606382846832
11,0.08053551614284515,0.24684840440750122
12,0.07168907672166824,0.27190813422203064
13,0.06395737081766129,0.2920847535133362
14,0.05674492567777634,0.2945886552333832
