epoch,train_loss,val_loss
1,0.30549925565719604,0.2567919194698334
2,0.20933851599693298,0.19563554227352142
3,0.1852021962404251,0.18254873156547546
4,0.17041319608688354,0.18349629640579224
5,0.15884867310523987,0.18130932748317719
6,0.1476917415857315,0.19721506536006927
7,0.13777104020118713,0.18021994829177856
8,0.1291446089744568,0.18191349506378174
9,0.11631234735250473,0.18983401358127594
10,0.105503149330616,0.1878734827041626
11,0.0967264398932457,0.19345256686210632
12,0.08835174143314362,0.2066306173801422
