epoch,train_loss,val_loss
1,0.3473573923110962,0.26921436190605164
2,0.22623449563980103,0.19826894998550415
3,0.19458967447280884,0.20579223334789276
4,0.17471595108509064,0.21384210884571075
5,0.15816259384155273,0.21673864126205444
6,0.14228293299674988,0.20067515969276428
7,0.12969854474067688,0.22800537943840027
8,0.11142003536224365,0.21488264203071594
9,0.09515553712844849,0.2525990903377533
10,0.08004269748926163,0.260252982378006
11,0.06749158352613449,0.2852036952972412
12,0.05608890578150749,0.3142130970954895
13,0.046314842998981476,0.34950685501098633
14,0.038534313440322876,0.3676239252090454
15,0.03364870324730873,0.3775020241737366
16,0.03088126704096794,0.3654187023639679
17,0.02647234871983528,0.38187429308891296
18,0.023203011602163315,0.38472169637680054
19,0.02220979332923889,0.3910479247570038
20,0.020691316574811935,0.37617358565330505
