epoch,train_loss,val_loss
1,0.4212625324726105,0.4453945457935333
2,0.3371105194091797,0.32597461342811584
3,0.30786702036857605,0.3070603013038635
4,0.2910735309123993,0.3013686239719391
5,0.2807800769805908,0.3083265721797943
6,0.2705846130847931,0.3078986704349518
7,0.26473796367645264,0.2925947606563568
8,0.2537606358528137,0.2999702990055084
9,0.24923108518123627,0.29614564776420593
10,0.24449950456619263,0.30053696036338806
11,0.23499667644500732,0.2900995910167694
12,0.22609782218933105,0.3145750164985657
13,0.21978315711021423,0.31696006655693054
14,0.21301282942295074,0.3016970753669739
