epoch,train_loss,val_loss
1,0.344952791929245,0.2405528426170349
2,0.23695671558380127,0.2427109330892563
3,0.2085229456424713,0.2056550532579422
4,0.18778832256793976,0.19599980115890503
5,0.1742670089006424,0.20455430448055267
6,0.16478078067302704,0.20446711778640747
7,0.15558743476867676,0.18536168336868286
8,0.14931826293468475,0.1921243965625763
9,0.13610795140266418,0.20038847625255585
10,0.12569455802440643,0.21757765114307404
11,0.1158878356218338,0.21533478796482086
12,0.10620404779911041,0.21440032124519348
