epoch,train_loss,val_loss
1,0.3908173143863678,0.2969508171081543
2,0.26622340083122253,0.25560247898101807
3,0.23092909157276154,0.2266247719526291
4,0.21109968423843384,0.2136467546224594
5,0.19290946424007416,0.21696637570858002
6,0.18077436089515686,0.21315820515155792
7,0.17006176710128784,0.22246652841567993
8,0.15851588547229767,0.21095658838748932
9,0.14894606173038483,0.23687398433685303
10,0.1889624148607254,0.22796323895454407
11,0.15822894871234894,0.2097536325454712
12,0.14161770045757294,0.21398483216762543
13,0.12821407616138458,0.20774708688259125
14,0.1144210547208786,0.218018040060997
15,0.1006084457039833,0.22748436033725739
16,0.09804371744394302,0.23396311700344086
