epoch,train_loss,val_loss
1,0.34595510363578796,0.26261183619499207
2,0.22871825098991394,0.2746427655220032
3,0.1983107328414917,0.2079034149646759
4,0.18171566724777222,0.19772349298000336
5,0.1680564433336258,0.19390253722667694
6,0.15692436695098877,0.18695786595344543
7,0.1466081738471985,0.19461491703987122
8,0.13811437785625458,0.19311346113681793
9,0.12966160476207733,0.18396161496639252
10,0.11828318983316422,0.19179648160934448
11,0.10866553336381912,0.21329495310783386
12,0.09828310459852219,0.23103727400302887
