epoch,train_loss,val_loss
1,0.37605640292167664,0.2875055968761444
2,0.25333869457244873,0.24475441873073578
3,0.21340514719486237,0.22991777956485748
4,0.19341953098773956,0.2315775752067566
5,0.177883118391037,0.21778684854507446
6,0.16515478491783142,0.2416384518146515
7,0.15167224407196045,0.21302320063114166
8,0.13791032135486603,0.21007104218006134
9,0.13171064853668213,0.2191292941570282
10,0.11786185950040817,0.2057197540998459
11,0.0988832637667656,0.24278318881988525
12,0.08812936395406723,0.2274416983127594
13,0.07177866995334625,0.26299792528152466
