epoch,train_loss,val_loss
1,0.39427533745765686,0.313795804977417
2,0.29446589946746826,0.2719915807247162
3,0.26493677496910095,0.2563111186027527
4,0.23991809785366058,0.2574954032897949
5,0.22088682651519775,0.2208651900291443
6,0.2065790593624115,0.2134166806936264
7,0.213274285197258,0.2575239837169647
8,0.20441900193691254,0.21395595371723175
9,0.18545159697532654,0.2035003900527954
10,0.17072385549545288,0.19810286164283752
11,0.16334973275661469,0.21105793118476868
12,0.15910421311855316,0.20599506795406342
13,0.14661608636379242,0.2154306173324585
