epoch,train_loss,val_loss
1,0.39718690514564514,0.3572121858596802
2,0.2932296097278595,0.2673966884613037
3,0.25546693801879883,0.2511615753173828
4,0.23578524589538574,0.24116915464401245
5,0.2262980341911316,0.24290738999843597
6,0.21433642506599426,0.22708532214164734
7,0.20360583066940308,0.22603125870227814
8,0.2004651129245758,0.26989665627479553
9,0.19220204651355743,0.23031312227249146
10,0.17906853556632996,0.22563186287879944
11,0.17068837583065033,0.23013275861740112
12,0.1683104783296585,0.22403466701507568
13,0.15820284187793732,0.23079261183738708
14,0.15068772435188293,0.23210245370864868
15,0.13444097340106964,0.4534091353416443
