epoch,train_loss,val_loss
1,0.38286715745925903,0.30972445011138916
2,0.2638360559940338,0.24482373893260956
3,0.22933727502822876,0.24003364145755768
4,0.20625479519367218,0.2399120032787323
5,0.18752974271774292,0.2225751280784607
6,0.1831946223974228,0.22714291512966156
7,0.16443656384944916,0.29577165842056274
8,0.15581536293029785,0.21906162798404694
9,0.14105431735515594,0.20956987142562866
10,0.12638509273529053,0.23280254006385803
11,0.11552289128303528,0.2172006368637085
12,0.10576123744249344,0.2159459888935089
