epoch,train_loss,val_loss
1,0.40801072120666504,0.3987661302089691
2,0.3038589358329773,0.27673566341400146
3,0.275045782327652,0.25603216886520386
4,0.2489042431116104,0.295030415058136
5,0.2320026457309723,0.23775915801525116
6,0.2129507064819336,0.2544161379337311
7,0.20064087212085724,0.2187831848859787
8,0.18964585661888123,0.22582495212554932
9,0.1868768334388733,0.22649548947811127
10,0.17667549848556519,0.21298739314079285
11,0.16588783264160156,0.22709502279758453
12,0.15656974911689758,0.21856571733951569
13,0.14805053174495697,0.23474666476249695
