epoch,train_loss,val_loss
1,0.3727034330368042,0.3388513922691345
2,0.2614409029483795,0.238919198513031
3,0.22305342555046082,0.21569544076919556
4,0.19977118074893951,0.20078963041305542
5,0.18684960901737213,0.19564618170261383
6,0.17758914828300476,0.1953907310962677
7,0.16638439893722534,0.1941484808921814
8,0.15694209933280945,0.19187693297863007
9,0.14775554835796356,0.1881716549396515
10,0.13863801956176758,0.19514094293117523
11,0.13003139197826385,0.19514770805835724
12,0.12203549593687057,0.2103721797466278
