epoch,train_loss,val_loss
1,0.3883742392063141,0.3093055784702301
2,0.2585980296134949,0.2677518427371979
3,0.22706016898155212,0.23397590219974518
4,0.20211808383464813,0.21509206295013428
5,0.1887352615594864,0.22116810083389282
6,0.17767219245433807,0.2055274397134781
7,0.1674419343471527,0.19273526966571808
8,0.15793633460998535,0.2107151746749878
9,0.15071937441825867,0.18815132975578308
10,0.14281678199768066,0.19715042412281036
11,0.1349581480026245,0.18982653319835663
12,0.12636114656925201,0.24069181084632874
