epoch,train_loss,val_loss
1,0.36841362714767456,0.29907533526420593
2,0.2450716644525528,0.23614400625228882
3,0.21425865590572357,0.2216043621301651
4,0.19281889498233795,0.2047279179096222
5,0.1772090196609497,0.19725072383880615
6,0.16576260328292847,0.21488283574581146
7,0.1552412062883377,0.19479456543922424
8,0.1404845267534256,0.2064039558172226
9,0.12453795969486237,0.19477279484272003
10,0.10757451504468918,0.2311798632144928
11,0.09406039863824844,0.24567772448062897
12,0.07853086292743683,0.2840626835823059
