epoch,train_loss,val_loss
1,0.3992463946342468,0.3397265374660492
2,0.309083491563797,0.3260662257671356
3,0.27404236793518066,0.2711893618106842
4,0.24311582744121552,0.23598116636276245
5,0.23177200555801392,0.2640685439109802
6,0.2245151847600937,0.24009786546230316
7,0.2044474333524704,0.20759893953800201
8,0.18957945704460144,0.2160881757736206
9,0.17771556973457336,0.19890625774860382
10,0.17111030220985413,0.2339550107717514
11,0.16197893023490906,0.2291836440563202
12,0.149226114153862,0.2255069762468338
