epoch,train_loss,val_loss
1,0.42212554812431335,0.30000030994415283
2,0.2905329763889313,0.26903778314590454
3,0.2645772397518158,0.24085430800914764
4,0.2740294635295868,0.3610103726387024
5,0.23884329199790955,0.21798163652420044
6,0.21453985571861267,0.20775046944618225
7,0.20829936861991882,0.21545250713825226
8,0.19095833599567413,0.20436738431453705
9,0.180681973695755,0.20731092989444733
10,0.16815097630023956,0.20050792396068573
11,0.15532654523849487,0.20279212296009064
12,0.22343485057353973,0.3190120756626129
13,0.29432031512260437,0.3238973617553711
