epoch,train_loss,val_loss
1,0.3939048945903778,0.3520839512348175
2,0.29707542061805725,0.27929243445396423
3,0.2466195672750473,0.24158614873886108
4,0.22325588762760162,0.21702684462070465
5,0.20339392125606537,0.23153629899024963
6,0.1928141713142395,0.21114131808280945
7,0.18035165965557098,0.20647363364696503
8,0.17225806415081024,0.21192198991775513
9,0.16348901391029358,0.2063250094652176
10,0.15677736699581146,0.2038186639547348
11,0.1628214716911316,0.2037239819765091
12,0.15611295402050018,0.19913481175899506
13,0.14247345924377441,0.19883297383785248
14,0.1372857689857483,0.20807257294654846
15,0.13647596538066864,0.20477809011936188
16,0.11827578395605087,0.20235095918178558
