fold,epoch,train_loss,val_loss
0,1,0.3357536494731903,0.24014689028263092
0,2,0.22421741485595703,0.19862130284309387
0,3,0.1911543905735016,0.18609751760959625
0,4,0.16921085119247437,0.18821866810321808
0,5,0.14814473688602448,0.22680355608463287
0,6,0.12789873778820038,0.21665380895137787
1,1,0.3226000964641571,0.23256517946720123
1,2,0.22033366560935974,0.19423805177211761
1,3,0.18912795186042786,0.18821483850479126
1,4,0.16747093200683594,0.1902119219303131
1,5,0.14479254186153412,0.20393940806388855
1,6,0.1246350109577179,0.21080809831619263
2,1,0.32921302318573,0.29340431094169617
2,2,0.22450365126132965,0.22564442455768585
2,3,0.1934526115655899,0.21664392948150635
2,4,0.17301449179649353,0.195672869682312
2,5,0.15413214266300201,0.21980956196784973
2,6,0.1338770091533661,0.23860283195972443
2,7,0.11395611613988876,0.2860773503780365
3,1,0.3354046940803528,0.25421980023384094
3,2,0.23269233107566833,0.20893581211566925
3,3,0.200100377202034,0.19243235886096954
3,4,0.17939047515392303,0.20313917100429535
3,5,0.15922223031520844,0.20075076818466187
3,6,0.1385904997587204,0.20730561017990112
4,1,0.31918758153915405,0.2264302521944046
4,2,0.2168494462966919,0.195756196975708
4,3,0.18499520421028137,0.1889725774526596
4,4,0.1629624366760254,0.233348086476326
4,5,0.14180918037891388,0.18764403462409973
4,6,0.11988358199596405,0.21587921679019928
4,7,0.10100926458835602,0.22611527144908905
4,8,0.08388032764196396,0.2700209617614746
