fold,epoch,train_loss,val_loss
0,1,0.31017306447029114,0.2297733575105667
0,2,0.21307416260242462,0.2542606294155121
0,3,0.18381167948246002,0.20842762291431427
0,4,0.1639806032180786,0.19825971126556396
0,5,0.14570064842700958,0.20423167943954468
0,6,0.12659524381160736,0.20794442296028137
0,7,0.1075710728764534,0.20871402323246002
1,1,0.3139834403991699,0.30027297139167786
1,2,0.2176312357187271,0.2020079791545868
1,3,0.18572868406772614,0.18537017703056335
1,4,0.16639183461666107,0.18150636553764343
1,5,0.14887796342372894,0.1957201361656189
1,6,0.13161279261112213,0.20834726095199585
1,7,0.11266901344060898,0.21472856402397156
2,1,0.31473326683044434,0.24659527838230133
2,2,0.21724572777748108,0.20454172790050507
2,3,0.18844567239284515,0.20946252346038818
2,4,0.1739126741886139,0.20332880318164825
2,5,0.15528668463230133,0.21504615247249603
2,6,0.13851876556873322,0.2215375006198883
2,7,0.1223868653178215,0.21105484664440155
3,1,0.31606364250183105,0.24493159353733063
3,2,0.21165843307971954,0.2019965946674347
3,3,0.18592867255210876,0.19235457479953766
3,4,0.16561754047870636,0.1874013990163803
3,5,0.14853887259960175,0.1924028992652893
3,6,0.13088931143283844,0.20759420096874237
3,7,0.11323895305395126,0.23375412821769714
4,1,0.3144972026348114,0.2690131962299347
4,2,0.21341894567012787,0.23684102296829224
4,3,0.18345096707344055,0.1949719488620758
4,4,0.16499562561511993,0.19061966240406036
4,5,0.14832746982574463,0.19081391394138336
4,6,0.13086463510990143,0.1987740695476532
4,7,0.11261747032403946,0.21331216394901276
