fold,epoch,train_loss,val_loss
0,1,0.3525720238685608,0.26871222257614136
0,2,0.23708698153495789,3.4545702934265137
0,3,0.204786017537117,0.2129247933626175
0,4,0.1851610392332077,0.19586780667304993
0,5,0.172271266579628,0.19125697016716003
0,6,0.16002045571804047,0.1935054361820221
0,7,0.14683710038661957,0.2114085704088211
0,8,0.1343964785337448,0.21397756040096283
1,1,0.36350902915000916,0.24095340073108673
1,2,0.23290309309959412,0.22880256175994873
1,3,0.20147813856601715,0.21195180714130402
1,4,0.1841699481010437,0.1923494040966034
1,5,0.16890722513198853,0.19210216403007507
1,6,0.15608888864517212,0.17960703372955322
1,7,0.14426450431346893,0.18647244572639465
1,8,0.13811065256595612,0.19821561872959137
1,9,0.11626964062452316,0.20982974767684937
2,1,0.35268673300743103,0.441614031791687
2,2,0.23909740149974823,0.21962469816207886
2,3,0.2050764411687851,0.22700610756874084
2,4,0.18670068681240082,0.1916591078042984
2,5,0.17022132873535156,0.1973274052143097
2,6,0.1570393592119217,0.19217608869075775
2,7,0.14396148920059204,0.20207339525222778
3,1,0.35898083448410034,0.25506386160850525
3,2,0.23466944694519043,0.2169506847858429
3,3,0.20130407810211182,0.19885553419589996
3,4,0.18441227078437805,0.193226620554924
3,5,0.1695961058139801,0.20321597158908844
3,6,0.1572265625,0.19159282743930817
3,7,0.14432230591773987,0.20632660388946533
3,8,0.1316898763179779,0.20130310952663422
3,9,0.11881611496210098,0.21627843379974365
4,1,0.3524676561355591,0.24862182140350342
4,2,0.23135915398597717,0.2076907604932785
4,3,0.19708360731601715,0.19848774373531342
4,4,0.1798097789287567,0.18599791824817657
4,5,0.16487610340118408,0.22423239052295685
4,6,0.15230827033519745,0.1909761130809784
4,7,0.14025574922561646,0.22864989936351776
