fold,epoch,train_loss,val_loss
0,1,0.33516228199005127,0.22943668067455292
0,2,0.2290395051240921,0.2118435502052307
0,3,0.19838382303714752,0.19427405297756195
0,4,0.17839878797531128,0.19376495480537415
0,5,0.16109299659729004,0.20426642894744873
0,6,0.14714933931827545,0.1974835842847824
0,7,0.12801487743854523,0.20393630862236023
1,1,0.33352795243263245,0.26091650128364563
1,2,0.22154122591018677,0.20114237070083618
1,3,0.1917317658662796,0.19765301048755646
1,4,0.17306405305862427,0.1944815069437027
1,5,0.1577589511871338,0.19135217368602753
1,6,0.1433156430721283,0.19243134558200836
1,7,0.1275470107793808,0.1951146125793457
1,8,0.11117014288902283,0.22697484493255615
2,1,0.3334795832633972,0.2480204552412033
2,2,0.22737568616867065,0.23175300657749176
2,3,0.19809061288833618,0.19291900098323822
2,4,0.1809401661157608,0.19680555164813995
2,5,0.16520296037197113,0.19900517165660858
2,6,0.14992840588092804,0.20935459434986115
3,1,0.32529211044311523,0.23044613003730774
3,2,0.21970990300178528,0.2362363636493683
3,3,0.19047510623931885,0.21088066697120667
3,4,0.17261673510074615,0.19852915406227112
3,5,0.15487903356552124,0.19764399528503418
3,6,0.13939480483531952,0.19933202862739563
3,7,0.12176250666379929,0.21056775748729706
3,8,0.1053762435913086,0.22977715730667114
4,1,0.34160658717155457,0.250842809677124
4,2,0.22466807067394257,0.19793620705604553
4,3,0.1941646933555603,0.1921079158782959
4,4,0.1766882687807083,0.1800982803106308
4,5,0.16221104562282562,0.18334102630615234
4,6,0.1503627747297287,0.1844419538974762
4,7,0.13085712492465973,0.19441775977611542
