fold,epoch,train_loss,val_loss
0,1,0.3285751938819885,0.24283970892429352
0,2,0.2153824120759964,0.2308615744113922
0,3,0.1887083351612091,0.2234891951084137
0,4,0.1707019954919815,0.21306143701076508
0,5,0.15645720064640045,0.1962546706199646
0,6,0.14221197366714478,0.19297397136688232
0,7,0.12806904315948486,0.19086045026779175
0,8,0.11393456161022186,0.20185913145542145
0,9,0.0985049232840538,0.21451786160469055
0,10,0.08644817769527435,0.24918274581432343
1,1,0.3385799527168274,0.250156968832016
1,2,0.22327302396297455,0.19870609045028687
1,3,0.19040463864803314,0.20125806331634521
1,4,0.17170527577400208,0.20317040383815765
1,5,0.15665468573570251,0.2022741436958313
2,1,0.33670422434806824,0.24186894297599792
2,2,0.22042237222194672,0.21319590508937836
2,3,0.19415183365345,0.20627619326114655
2,4,0.17723217606544495,0.19894978404045105
2,5,0.163431316614151,0.19225673377513885
2,6,0.15149599313735962,0.1947328895330429
2,7,0.144744411110878,0.19810563325881958
2,8,0.13367480039596558,0.21125586330890656
3,1,0.3327610194683075,0.27378278970718384
3,2,0.22012177109718323,0.21509617567062378
3,3,0.1890072077512741,0.19494618475437164
3,4,0.17176787555217743,0.20301325619220734
3,5,0.15592093765735626,0.198013573884964
3,6,0.14267148077487946,0.20622597634792328
4,1,0.3308139741420746,0.24381856620311737
4,2,0.21485191583633423,0.20213529467582703
4,3,0.1893930286169052,0.20159699022769928
4,4,0.1705789715051651,0.19039307534694672
4,5,0.15594536066055298,0.19901509582996368
4,6,0.14286085963249207,0.1983557492494583
4,7,0.12747421860694885,0.19323678314685822
