fold,epoch,train_loss,val_loss
0,1,0.3361409902572632,0.2532663345336914
0,2,0.22457949817180634,0.23747241497039795
0,3,0.19810068607330322,0.21656401455402374
0,4,0.17900244891643524,0.19358792901039124
0,5,0.16531223058700562,0.1840042769908905
0,6,0.1528225690126419,0.1833619922399521
0,7,0.14165432751178741,0.2044602483510971
0,8,0.13099370896816254,0.18964916467666626
0,9,0.11967427283525467,0.18777857720851898
1,1,0.34439340233802795,0.39408978819847107
1,2,0.23339350521564484,0.21324637532234192
1,3,0.19843459129333496,0.20277121663093567
1,4,0.18139535188674927,0.20064622163772583
1,5,0.16793575882911682,0.1840362548828125
1,6,0.1543647050857544,0.1754760444164276
1,7,0.14199136197566986,0.18028932809829712
1,8,0.12666036188602448,0.1819399893283844
1,9,0.11193151772022247,0.19686713814735413
2,1,0.33589863777160645,0.35524001717567444
2,2,0.22374849021434784,0.20421679317951202
2,3,0.1925119161605835,0.19442325830459595
2,4,0.17587998509407043,0.19870050251483917
2,5,0.1628584861755371,0.18886426091194153
2,6,0.15183913707733154,0.1951853185892105
2,7,0.1420174390077591,0.20932596921920776
2,8,0.13023751974105835,0.21497832238674164
3,1,0.33665376901626587,0.2512178421020508
3,2,0.22409306466579437,0.21693120896816254
3,3,0.19785694777965546,0.20199014246463776
3,4,0.18013644218444824,0.20803554356098175
3,5,0.17046432197093964,0.21629565954208374
3,6,0.15942442417144775,0.19896002113819122
3,7,0.14966753125190735,0.185806006193161
3,8,0.14006838202476501,0.1950368732213974
3,9,0.13019655644893646,0.20290188491344452
3,10,0.12028197199106216,0.20069652795791626
4,1,0.32144275307655334,0.26538729667663574
4,2,0.21542327105998993,0.2083912044763565
4,3,0.18895429372787476,0.20437361299991608
4,4,0.17502759397029877,0.19701337814331055
4,5,0.16326549649238586,0.18146401643753052
4,6,0.15166525542736053,0.1812218576669693
4,7,0.14104339480400085,0.1854439228773117
4,8,0.13028715550899506,0.19331222772598267
4,9,0.11878083646297455,0.20087049901485443
