fold,epoch,train_loss,val_loss
0,1,0.3431854844093323,0.257038950920105
0,2,0.21886752545833588,0.2562888264656067
0,3,0.19015604257583618,0.19614839553833008
0,4,0.17238359153270721,0.20168723165988922
0,5,0.1594446897506714,0.196740061044693
0,6,0.14552584290504456,0.1884349137544632
0,7,0.1317165046930313,0.18978625535964966
0,8,0.11540339142084122,0.20458148419857025
0,9,0.10107244551181793,0.2133750021457672
1,1,0.32527467608451843,0.23333781957626343
1,2,0.2182161659002304,0.21082475781440735
1,3,0.1877206712961197,0.1984754055738449
1,4,0.1708202064037323,0.1907430738210678
1,5,0.1595352739095688,0.1809166669845581
1,6,0.1453212946653366,0.1911899447441101
1,7,0.13028591871261597,0.19521217048168182
1,8,0.11664463579654694,0.209938645362854
2,1,0.320224404335022,0.23751965165138245
2,2,0.21401727199554443,0.29050129652023315
2,3,0.2017727792263031,0.20987547934055328
2,4,0.174002006649971,0.19801056385040283
2,5,0.16125819087028503,0.1974402517080307
2,6,0.14613789319992065,0.2076064944267273
2,7,0.13246691226959229,0.2223621904850006
2,8,0.11574335396289825,0.23881898820400238
3,1,0.3241804838180542,0.2645070552825928
3,2,0.21683162450790405,0.20455913245677948
3,3,0.18861478567123413,0.1898907721042633
3,4,0.1714812070131302,0.1831245869398117
3,5,0.15905950963497162,0.18430683016777039
3,6,0.14658083021640778,0.17966461181640625
3,7,0.13469083607196808,0.1899990439414978
3,8,0.12230823934078217,0.19711148738861084
3,9,0.10832812637090683,0.22265242040157318
4,1,0.33313432335853577,0.2929475009441376
4,2,0.21804852783679962,0.1932746320962906
4,3,0.18515180051326752,0.18395748734474182
4,4,0.16610556840896606,0.1865103840827942
4,5,0.15186022222042084,0.18329666554927826
4,6,0.1358029693365097,0.19269080460071564
4,7,0.11984937638044357,0.19416983425617218
4,8,0.10196460783481598,0.21104663610458374
