fold,epoch,train_loss,val_loss
0,1,0.3556942641735077,0.26051411032676697
0,2,0.23492097854614258,0.23076938092708588
0,3,0.2027018964290619,0.1928166002035141
0,4,0.18261417746543884,0.19156944751739502
0,5,0.16713112592697144,0.18699507415294647
0,6,0.15315178036689758,0.19161763787269592
0,7,0.13959339261054993,0.19570235908031464
0,8,0.12449146807193756,0.20130741596221924
1,1,0.3401230573654175,0.24475742876529694
1,2,0.22163239121437073,0.21568912267684937
1,3,0.19046518206596375,0.2111799120903015
1,4,0.1726987510919571,0.19215454161167145
1,5,0.15800726413726807,0.18220295011997223
1,6,0.14361156523227692,0.19397631287574768
1,7,0.13025793433189392,0.19459593296051025
1,8,0.11293675005435944,0.20416447520256042
2,1,0.35010826587677,0.26000791788101196
2,2,0.22999458014965057,0.2099280059337616
2,3,0.1993078887462616,0.2097894251346588
2,4,0.18114645779132843,0.20657601952552795
2,5,0.16831080615520477,0.20430006086826324
2,6,0.15441612899303436,0.2218036949634552
2,7,0.14149725437164307,0.22184942662715912
2,8,0.12744928896427155,0.21312592923641205
3,1,0.352489173412323,0.2564097046852112
3,2,0.22779054939746857,0.22422458231449127
3,3,0.19638244807720184,0.2035389095544815
3,4,0.18008831143379211,0.1959369033575058
3,5,0.16462476551532745,0.20045387744903564
3,6,0.15228396654129028,0.2835867702960968
3,7,0.13808825612068176,0.21262474358081818
4,1,0.3359627425670624,0.23637543618679047
4,2,0.22702479362487793,0.20093540847301483
4,3,0.19708450138568878,0.18474313616752625
4,4,0.17954471707344055,0.1908966451883316
4,5,0.16511891782283783,0.19207163155078888
4,6,0.15283170342445374,0.1914159655570984
