fold,epoch,train_loss,val_loss
0,1,0.345014363527298,0.24159421026706696
0,2,0.22824272513389587,0.23487427830696106
0,3,0.1981525421142578,0.20469321310520172
0,4,0.17987945675849915,0.20066164433956146
0,5,0.16339197754859924,0.1895819753408432
0,6,0.15115521848201752,0.19041037559509277
0,7,0.13503658771514893,0.20079173147678375
0,8,0.1207769587635994,0.1981385201215744
1,1,0.34814539551734924,0.24352483451366425
1,2,0.22992412745952606,0.21713587641716003
1,3,0.200842022895813,0.22713199257850647
1,4,0.17839685082435608,0.1946769505739212
1,5,0.16304266452789307,0.19400654733181
1,6,0.1576373279094696,0.2190510779619217
1,7,0.13672633469104767,0.1984386146068573
1,8,0.12263379245996475,0.225027933716774
2,1,0.3367282450199127,0.35042887926101685
2,2,0.2234230488538742,0.19866779446601868
2,3,0.19230519235134125,0.19002774357795715
2,4,0.17374153435230255,0.19170615077018738
2,5,0.1567041426897049,0.19718307256698608
2,6,0.14090147614479065,0.21814782917499542
3,1,0.353279709815979,0.2782926857471466
3,2,0.2327902764081955,0.22851860523223877
3,3,0.2008936107158661,0.20898433029651642
3,4,0.18217100203037262,0.245390847325325
3,5,0.16728845238685608,0.19144095480442047
3,6,0.1537735015153885,0.199751079082489
3,7,0.14011286199092865,0.20791329443454742
3,8,0.12641263008117676,0.22629106044769287
4,1,0.35420435667037964,0.24019183218479156
4,2,0.22847989201545715,0.19701239466667175
4,3,0.19554735720157623,0.18068638443946838
4,4,0.17689839005470276,0.18538576364517212
4,5,0.16065992414951324,0.18894150853157043
4,6,0.1465064138174057,0.19733154773712158
