fold,epoch,train_loss,val_loss
0,1,0.35216033458709717,0.27354589104652405
0,2,0.22494512796401978,0.22338585555553436
0,3,0.197265625,0.2066061794757843
0,4,0.1773848682641983,0.18954509496688843
0,5,0.16098317503929138,0.20427420735359192
0,6,0.1466289609670639,0.21591323614120483
0,7,0.12847012281417847,0.23722487688064575
1,1,0.33864864706993103,0.25539296865463257
1,2,0.22905343770980835,0.7554211020469666
1,3,0.19802308082580566,0.2033655345439911
1,4,0.17957590520381927,0.18777762353420258
1,5,0.163564532995224,0.18805378675460815
1,6,0.1477881669998169,0.18420182168483734
1,7,0.13175107538700104,0.2113521248102188
1,8,0.11612433195114136,0.20275643467903137
1,9,0.1012878343462944,0.2256007343530655
2,1,0.3403698205947876,0.25724729895591736
2,2,0.22611190378665924,0.20124393701553345
2,3,0.19489414989948273,0.20382943749427795
2,4,0.17640021443367004,0.19950369000434875
2,5,0.1606067568063736,0.2159704566001892
2,6,0.14626502990722656,0.21266186237335205
2,7,0.13035067915916443,0.2099846452474594
3,1,0.34911850094795227,0.2527935802936554
3,2,0.234101340174675,0.21008259057998657
3,3,0.1996416300535202,0.20758743584156036
3,4,0.18123392760753632,0.19710950553417206
3,5,0.16391800343990326,0.18667446076869965
3,6,0.1469641476869583,0.20076695084571838
3,7,0.1318371593952179,0.207395538687706
3,8,0.11499755829572678,0.21563608944416046
4,1,0.34292322397232056,0.31085342168807983
4,2,0.22779585421085358,0.20107950270175934
4,3,0.19482341408729553,0.18798667192459106
4,4,0.1754494607448578,0.18185120820999146
4,5,0.15761037170886993,0.18710769712924957
4,6,0.14170916378498077,0.18321724236011505
4,7,0.12551307678222656,0.19827817380428314
