fold,epoch,train_loss,val_loss
0,1,0.32288873195648193,0.24744458496570587
0,2,0.22376634180545807,0.21696525812149048
0,3,0.1947716772556305,0.20540674030780792
0,4,0.17475655674934387,0.20709966123104095
0,5,0.1572095900774002,0.21712879836559296
0,6,0.138551726937294,0.23266905546188354
1,1,0.3154199719429016,0.23806719481945038
1,2,0.2158685028553009,0.2143428921699524
1,3,0.18528731167316437,0.20344804227352142
1,4,0.16491617262363434,0.19050975143909454
1,5,0.14567391574382782,0.1896454095840454
1,6,0.12492107599973679,0.2075888216495514
1,7,0.1065533310174942,0.22009378671646118
1,8,0.08899945020675659,0.22753769159317017
2,1,0.31068864464759827,0.28928330540657043
2,2,0.21727171540260315,0.22372503578662872
2,3,0.18770039081573486,0.2030075639486313
2,4,0.16854342818260193,0.21231123805046082
2,5,0.14917238056659698,0.20437800884246826
2,6,0.12895473837852478,0.21993768215179443
3,1,0.30960172414779663,0.2390773594379425
3,2,0.21361571550369263,0.21241304278373718
3,3,0.18588899075984955,0.2141411155462265
3,4,0.16543248295783997,0.20462347567081451
3,5,0.14488843083381653,0.22965286672115326
3,6,0.12288927286863327,0.22847367823123932
3,7,0.10399942100048065,0.2397630363702774
4,1,0.32316163182258606,0.24768386781215668
4,2,0.2170671671628952,0.20038679242134094
4,3,0.18516330420970917,0.19283831119537354
4,4,0.16793528199195862,0.20188243687152863
4,5,0.14723484218120575,0.20114204287528992
4,6,0.1250787228345871,0.21458901464939117
